ID,PARENT_KEY_ID,PO_ITEM_POS,CURRENCY_CODE,GROSS_AMOUNT,NET_AMOUNT,TAX_AMOUNT
02BD2137-0890-1EEA-A6C2-BB55C1979826,02BD2137-0890-1EEA-A6C2-BB55C1979080,30,JPY,53550,45000,8550
02BD2137-0890-1EEA-A6C2-BB55C1979827,02BD2137-0890-1EEA-A6C2-BB55C1979081,10,EUR,107.08,89.98,17.1
02BD2137-0890-1EEA-A6C2-BB55C1979828,02BD2137-0890-1EEA-A6C2-BB55C1979081,20,EUR,285.24,239.7,45.54
02BD2137-0890-1EEA-A6C2-BB55C1979829,02BD2137-0890-1EEA-A6C2-BB55C1979081,30,EUR,1963.5,1650,313.5
02BD2137-0890-1EEA-A6C2-BB55C1979830,02BD2137-0890-1EEA-A6C2-BB55C1979081,40,EUR,107.08,89.98,17.1
02BD2137-0890-1EEA-A6C2-BB55C1979831,02BD2137-0890-1EEA-A6C2-BB55C1979081,50,EUR,190.16,159.8,30.36
02BD2137-0890-1EEA-A6C2-BB55C1979832,02BD2137-0890-1EEA-A6C2-BB55C1979081,60,EUR,1963.5,1650,313.5
02BD2137-0890-1EEA-A6C2-BB55C1979833,02BD2137-0890-1EEA-A6C2-BB55C1979081,70,EUR,160.61,134.97,25.64
02BD2137-0890-1EEA-A6C2-BB55C1979834,02BD2137-0890-1EEA-A6C2-BB55C1979081,80,EUR,95.08,79.9,15.18
02BD2137-0890-1EEA-A6C2-BB55C1979835,02BD2137-0890-1EEA-A6C2-BB55C1979082,10,USD,3303.44,2776,527.44
02BD2137-0890-1EEA-A6C2-BB55C1979836,02BD2137-0890-1EEA-A6C2-BB55C1979082,20,USD,54.74,46,8.74
02BD2137-0890-1EEA-A6C2-BB55C1979837,02BD2137-0890-1EEA-A6C2-BB55C1979082,30,USD,235.62,198,37.62
02BD2137-0890-1EEA-A6C2-BB55C1979838,02BD2137-0890-1EEA-A6C2-BB55C1979082,40,USD,4955.16,4164,791.16
02BD2137-0890-1EEA-A6C2-BB55C1979839,02BD2137-0890-1EEA-A6C2-BB55C1979082,50,USD,27.37,23,4.37
02BD2137-0890-1EEA-A6C2-BB55C1979840,02BD2137-0890-1EEA-A6C2-BB55C1979082,60,USD,235.62,198,37.62
02BD2137-0890-1EEA-A6C2-BB55C1979841,02BD2137-0890-1EEA-A6C2-BB55C1979083,10,EUR,3472.42,2918,554.42
02BD2137-0890-1EEA-A6C2-BB55C1979842,02BD2137-0890-1EEA-A6C2-BB55C1979083,20,EUR,1544.62,1298,246.62
02BD2137-0890-1EEA-A6C2-BB55C1979843,02BD2137-0890-1EEA-A6C2-BB55C1979083,30,EUR,16.66,14,2.66
02BD2137-0890-1EEA-A6C2-BB55C1979844,02BD2137-0890-1EEA-A6C2-BB55C1979084,10,CAD,38.08,32,6.08
02BD2137-0890-1EEA-A6C2-BB55C1979845,02BD2137-0890-1EEA-A6C2-BB55C1979084,20,CAD,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1979846,02BD2137-0890-1EEA-A6C2-BB55C1979084,30,CAD,963.9,810,153.9
02BD2137-0890-1EEA-A6C2-BB55C1979847,02BD2137-0890-1EEA-A6C2-BB55C1979084,40,CAD,38.08,32,6.08
02BD2137-0890-1EEA-A6C2-BB55C1979848,02BD2137-0890-1EEA-A6C2-BB55C1979084,50,CAD,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1979849,02BD2137-0890-1EEA-A6C2-BB55C1979084,60,CAD,321.3,270,51.3
02BD2137-0890-1EEA-A6C2-BB55C1979850,02BD2137-0890-1EEA-A6C2-BB55C1979084,70,CAD,57.12,48,9.12
02BD2137-0890-1EEA-A6C2-BB55C1979851,02BD2137-0890-1EEA-A6C2-BB55C1979085,10,EUR,53.54,44.99,8.55
02BD2137-0890-1EEA-A6C2-BB55C1979852,02BD2137-0890-1EEA-A6C2-BB55C1979085,20,EUR,285.24,239.7,45.54
02BD2137-0890-1EEA-A6C2-BB55C1979853,02BD2137-0890-1EEA-A6C2-BB55C1979085,30,EUR,5890.5,4950,940.5
02BD2137-0890-1EEA-A6C2-BB55C1979854,02BD2137-0890-1EEA-A6C2-BB55C1979085,40,EUR,53.54,44.99,8.55
02BD2137-0890-1EEA-A6C2-BB55C1979855,02BD2137-0890-1EEA-A6C2-BB55C1979086,10,CNY,2115.82,1778,337.82
02BD2137-0890-1EEA-A6C2-BB55C1979856,02BD2137-0890-1EEA-A6C2-BB55C1979086,20,CNY,449.82,378,71.82
02BD2137-0890-1EEA-A6C2-BB55C1979857,02BD2137-0890-1EEA-A6C2-BB55C1979086,30,CNY,2115.82,1778,337.82
02BD2137-0890-1EEA-A6C2-BB55C1979858,02BD2137-0890-1EEA-A6C2-BB55C1979086,40,CNY,674.73,567,107.73
02BD2137-0890-1EEA-A6C2-BB55C1979859,02BD2137-0890-1EEA-A6C2-BB55C1979086,50,CNY,2115.82,1778,337.82
02BD2137-0890-1EEA-A6C2-BB55C1979860,02BD2137-0890-1EEA-A6C2-BB55C1979086,60,CNY,449.82,378,71.82
02BD2137-0890-1EEA-A6C2-BB55C1979861,02BD2137-0890-1EEA-A6C2-BB55C1979086,70,CNY,1057.91,889,168.91
02BD2137-0890-1EEA-A6C2-BB55C1979862,02BD2137-0890-1EEA-A6C2-BB55C1979086,80,CNY,449.82,378,71.82
02BD2137-0890-1EEA-A6C2-BB55C1979863,02BD2137-0890-1EEA-A6C2-BB55C1979086,90,CNY,3173.73,2667,506.73
02BD2137-0890-1EEA-A6C2-BB55C1979864,02BD2137-0890-1EEA-A6C2-BB55C1979087,10,ARS,583.1,490,93.1
02BD2137-0890-1EEA-A6C2-BB55C1979865,02BD2137-0890-1EEA-A6C2-BB55C1979087,20,ARS,124.95,105,19.95
02BD2137-0890-1EEA-A6C2-BB55C1979866,02BD2137-0890-1EEA-A6C2-BB55C1979087,30,ARS,1506.54,1266,240.54
02BD2137-0890-1EEA-A6C2-BB55C1979867,02BD2137-0890-1EEA-A6C2-BB55C1979087,40,ARS,1166.2,980,186.2
02BD2137-0890-1EEA-A6C2-BB55C1979868,02BD2137-0890-1EEA-A6C2-BB55C1979087,50,ARS,124.95,105,19.95
02BD2137-0890-1EEA-A6C2-BB55C1979869,02BD2137-0890-1EEA-A6C2-BB55C1979087,60,ARS,1506.54,1266,240.54
02BD2137-0890-1EEA-A6C2-BB55C1979870,02BD2137-0890-1EEA-A6C2-BB55C1979087,70,ARS,1166.2,980,186.2
02BD2137-0890-1EEA-A6C2-BB55C1979871,02BD2137-0890-1EEA-A6C2-BB55C1979088,10,RUB,165.41,139,26.41
02BD2137-0890-1EEA-A6C2-BB55C1979872,02BD2137-0890-1EEA-A6C2-BB55C1979088,20,RUB,35.7,30,5.7
02BD2137-0890-1EEA-A6C2-BB55C1979873,02BD2137-0890-1EEA-A6C2-BB55C1979088,30,RUB,1701.7,1430,271.7
02BD2137-0890-1EEA-A6C2-BB55C1979874,02BD2137-0890-1EEA-A6C2-BB55C1979088,40,RUB,165.41,139,26.41
02BD2137-0890-1EEA-A6C2-BB55C1979875,02BD2137-0890-1EEA-A6C2-BB55C1979088,50,RUB,17.85,15,2.85
02BD2137-0890-1EEA-A6C2-BB55C1979876,02BD2137-0890-1EEA-A6C2-BB55C1979088,60,RUB,5105.1,4290,815.1
02BD2137-0890-1EEA-A6C2-BB55C1979877,02BD2137-0890-1EEA-A6C2-BB55C1979089,10,ARS,3484.32,2928,556.32
02BD2137-0890-1EEA-A6C2-BB55C1979878,02BD2137-0890-1EEA-A6C2-BB55C1979089,20,ARS,2853.62,2398,455.62
02BD2137-0890-1EEA-A6C2-BB55C1979879,02BD2137-0890-1EEA-A6C2-BB55C1979089,30,ARS,13.09,11,2.09
02BD2137-0890-1EEA-A6C2-BB55C1979880,02BD2137-0890-1EEA-A6C2-BB55C1979089,40,ARS,3484.32,2928,556.32
02BD2137-0890-1EEA-A6C2-BB55C1979881,02BD2137-0890-1EEA-A6C2-BB55C1979089,50,ARS,2853.62,2398,455.62
02BD2137-0890-1EEA-A6C2-BB55C1979882,02BD2137-0890-1EEA-A6C2-BB55C1979089,60,ARS,13.09,11,2.09
02BD2137-0890-1EEA-A6C2-BB55C1979883,02BD2137-0890-1EEA-A6C2-BB55C1979089,70,ARS,2322.88,1952,370.88
02BD2137-0890-1EEA-A6C2-BB55C1979884,02BD2137-0890-1EEA-A6C2-BB55C1979089,80,ARS,4280.43,3597,683.43
02BD2137-0890-1EEA-A6C2-BB55C1979885,02BD2137-0890-1EEA-A6C2-BB55C1979089,90,ARS,26.18,22,4.18
02BD2137-0890-1EEA-A6C2-BB55C1979886,02BD2137-0890-1EEA-A6C2-BB55C1979090,10,EUR,16.66,14,2.66
02BD2137-0890-1EEA-A6C2-BB55C1979887,02BD2137-0890-1EEA-A6C2-BB55C1979090,20,EUR,1736.21,1459,277.21
02BD2137-0890-1EEA-A6C2-BB55C1979888,02BD2137-0890-1EEA-A6C2-BB55C1979090,30,EUR,1544.62,1298,246.62
02BD2137-0890-1EEA-A6C2-BB55C1979889,02BD2137-0890-1EEA-A6C2-BB55C1979091,10,ARS,35.58,29.9,5.68
02BD2137-0890-1EEA-A6C2-BB55C1979890,02BD2137-0890-1EEA-A6C2-BB55C1979091,20,ARS,1428,1200,228
02BD2137-0890-1EEA-A6C2-BB55C1979891,02BD2137-0890-1EEA-A6C2-BB55C1979092,10,EUR,274.89,231,43.89
02BD2137-0890-1EEA-A6C2-BB55C1979892,02BD2137-0890-1EEA-A6C2-BB55C1979092,20,EUR,7136.43,5997,1139.43
02BD2137-0890-1EEA-A6C2-BB55C1979893,02BD2137-0890-1EEA-A6C2-BB55C1979092,30,EUR,297.49,249.99,47.5
02BD2137-0890-1EEA-A6C2-BB55C1979894,02BD2137-0890-1EEA-A6C2-BB55C1979092,40,EUR,183.26,154,29.26
02BD2137-0890-1EEA-A6C2-BB55C1979895,02BD2137-0890-1EEA-A6C2-BB55C1979093,10,EUR,1888.53,1587,301.53
02BD2137-0890-1EEA-A6C2-BB55C1979896,02BD2137-0890-1EEA-A6C2-BB55C1979093,20,EUR,653.31,549,104.31
02BD2137-0890-1EEA-A6C2-BB55C1979897,02BD2137-0890-1EEA-A6C2-BB55C1979093,30,EUR,32.09,26.97,5.12
02BD2137-0890-1EEA-A6C2-BB55C1979898,02BD2137-0890-1EEA-A6C2-BB55C1979093,40,EUR,1888.53,1587,301.53
02BD2137-0890-1EEA-A6C2-BB55C1979899,02BD2137-0890-1EEA-A6C2-BB55C1979093,50,EUR,653.31,549,104.31
02BD2137-0890-1EEA-A6C2-BB55C1979900,02BD2137-0890-1EEA-A6C2-BB55C1979094,10,JPY,33.32,28,5.32
02BD2137-0890-1EEA-A6C2-BB55C1979901,02BD2137-0890-1EEA-A6C2-BB55C1979094,20,JPY,92.82,78,14.82
02BD2137-0890-1EEA-A6C2-BB55C1979902,02BD2137-0890-1EEA-A6C2-BB55C1979094,30,JPY,33.32,28,5.32
02BD2137-0890-1EEA-A6C2-BB55C1979903,02BD2137-0890-1EEA-A6C2-BB55C1979094,40,JPY,92.82,78,14.82
02BD2137-0890-1EEA-A6C2-BB55C1979904,02BD2137-0890-1EEA-A6C2-BB55C1979094,50,JPY,16.66,14,2.66
02BD2137-0890-1EEA-A6C2-BB55C1979905,02BD2137-0890-1EEA-A6C2-BB55C1979094,60,JPY,46.41,39,7.41
02BD2137-0890-1EEA-A6C2-BB55C1979906,02BD2137-0890-1EEA-A6C2-BB55C1979094,70,JPY,33.32,28,5.32
02BD2137-0890-1EEA-A6C2-BB55C1979907,02BD2137-0890-1EEA-A6C2-BB55C1979094,80,JPY,139.23,117,22.23
02BD2137-0890-1EEA-A6C2-BB55C1979908,02BD2137-0890-1EEA-A6C2-BB55C1979094,90,JPY,33.32,28,5.32
02BD2137-0890-1EEA-A6C2-BB55C1979909,02BD2137-0890-1EEA-A6C2-BB55C1979095,10,EUR,16.66,14,2.66
02BD2137-0890-1EEA-A6C2-BB55C1979910,02BD2137-0890-1EEA-A6C2-BB55C1979095,20,EUR,1736.21,1459,277.21
02BD2137-0890-1EEA-A6C2-BB55C1979911,02BD2137-0890-1EEA-A6C2-BB55C1979095,30,EUR,1544.62,1298,246.62
02BD2137-0890-1EEA-A6C2-BB55C1979912,02BD2137-0890-1EEA-A6C2-BB55C1979096,10,DKK,2424.03,2037,387.03
02BD2137-0890-1EEA-A6C2-BB55C1979913,02BD2137-0890-1EEA-A6C2-BB55C1979096,20,DKK,5351.43,4497,854.43
02BD2137-0890-1EEA-A6C2-BB55C1979914,02BD2137-0890-1EEA-A6C2-BB55C1979097,10,USD,1959.93,1647,312.93
02BD2137-0890-1EEA-A6C2-BB55C1979915,02BD2137-0890-1EEA-A6C2-BB55C1979097,20,USD,1959.93,1647,312.93
02BD2137-0890-1EEA-A6C2-BB55C1979916,02BD2137-0890-1EEA-A6C2-BB55C1979097,30,USD,8.32,6.99,1.33
02BD2137-0890-1EEA-A6C2-BB55C1979917,02BD2137-0890-1EEA-A6C2-BB55C1979097,40,USD,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1979918,02BD2137-0890-1EEA-A6C2-BB55C1979098,10,DKK,2424.03,2037,387.03
02BD2137-0890-1EEA-A6C2-BB55C1979919,02BD2137-0890-1EEA-A6C2-BB55C1979098,20,DKK,5351.43,4497,854.43
02BD2137-0890-1EEA-A6C2-BB55C1979920,02BD2137-0890-1EEA-A6C2-BB55C1979098,30,DKK,2424.03,2037,387.03
02BD2137-0890-1EEA-A6C2-BB55C1979921,02BD2137-0890-1EEA-A6C2-BB55C1979098,40,DKK,5351.43,4497,854.43
02BD2137-0890-1EEA-A6C2-BB55C1979922,02BD2137-0890-1EEA-A6C2-BB55C1979098,50,DKK,808.01,679,129.01
02BD2137-0890-1EEA-A6C2-BB55C1979923,02BD2137-0890-1EEA-A6C2-BB55C1979098,60,DKK,3567.62,2998,569.62
02BD2137-0890-1EEA-A6C2-BB55C1979924,02BD2137-0890-1EEA-A6C2-BB55C1979098,70,DKK,808.01,679,129.01
02BD2137-0890-1EEA-A6C2-BB55C1979925,02BD2137-0890-1EEA-A6C2-BB55C1979098,80,DKK,3567.62,2998,569.62
02BD2137-0890-1EEA-A6C2-BB55C1979926,02BD2137-0890-1EEA-A6C2-BB55C1979099,10,USD,10.59,8.9,1.69
02BD2137-0890-1EEA-A6C2-BB55C1979927,02BD2137-0890-1EEA-A6C2-BB55C1979099,20,USD,188.02,158,30.02
02BD2137-0890-1EEA-A6C2-BB55C1979928,02BD2137-0890-1EEA-A6C2-BB55C1979099,30,USD,1218.56,1024,194.56
02BD2137-0890-1EEA-A6C2-BB55C1979929,02BD2137-0890-1EEA-A6C2-BB55C1979099,40,USD,21.18,17.8,3.38
02BD2137-0890-1EEA-A6C2-BB55C1979930,02BD2137-0890-1EEA-A6C2-BB55C1979099,50,USD,282.03,237,45.03
02BD2137-0890-1EEA-A6C2-BB55C1979931,02BD2137-0890-1EEA-A6C2-BB55C1979099,60,USD,1218.56,1024,194.56
02BD2137-0890-1EEA-A6C2-BB55C1979932,02BD2137-0890-1EEA-A6C2-BB55C1979099,70,USD,21.18,17.8,3.38
02BD2137-0890-1EEA-A6C2-BB55C1979933,02BD2137-0890-1EEA-A6C2-BB55C1979099,80,USD,188.02,158,30.02
02BD2137-0890-1EEA-A6C2-BB55C1979934,02BD2137-0890-1EEA-A6C2-BB55C1979099,90,USD,1827.84,1536,291.84
02BD2137-0890-1EEA-A6C2-BB55C1979935,02BD2137-0890-1EEA-A6C2-BB55C1979099,100,USD,31.77,26.7,5.07
02BD2137-0890-1EEA-A6C2-BB55C1979936,02BD2137-0890-1EEA-A6C2-BB55C1979100,10,CAD,116.62,98,18.62
02BD2137-0890-1EEA-A6C2-BB55C1979937,02BD2137-0890-1EEA-A6C2-BB55C1979100,20,CAD,511.7,430,81.7
02BD2137-0890-1EEA-A6C2-BB55C1979938,02BD2137-0890-1EEA-A6C2-BB55C1979100,30,CAD,0,0,0
02BD2137-0890-1EEA-A6C2-BB55C1979939,02BD2137-0890-1EEA-A6C2-BB55C1979100,40,CAD,116.62,98,18.62
02BD2137-0890-1EEA-A6C2-BB55C1979940,02BD2137-0890-1EEA-A6C2-BB55C1979100,50,CAD,1023.4,860,163.4
02BD2137-0890-1EEA-A6C2-BB55C1979941,02BD2137-0890-1EEA-A6C2-BB55C1979100,60,CAD,0,0,0
02BD2137-0890-1EEA-A6C2-BB55C1979942,02BD2137-0890-1EEA-A6C2-BB55C1979100,70,CAD,174.93,147,27.93
02BD2137-0890-1EEA-A6C2-BB55C1979943,02BD2137-0890-1EEA-A6C2-BB55C1979100,80,CAD,1535.1,1290,245.1
02BD2137-0890-1EEA-A6C2-BB55C1979944,02BD2137-0890-1EEA-A6C2-BB55C1979100,90,CAD,0,0,0
02BD2137-0890-1EEA-A6C2-BB55C1979945,02BD2137-0890-1EEA-A6C2-BB55C1979100,100,CAD,174.93,147,27.93
02BD2137-0890-1EEA-A6C2-BB55C1979946,02BD2137-0890-1EEA-A6C2-BB55C1979101,10,USD,1827.84,1536,291.84
02BD2137-0890-1EEA-A6C2-BB55C1979947,02BD2137-0890-1EEA-A6C2-BB55C1979101,20,USD,10.59,8.9,1.69
02BD2137-0890-1EEA-A6C2-BB55C1979948,02BD2137-0890-1EEA-A6C2-BB55C1979101,30,USD,188.02,158,30.02
02BD2137-0890-1EEA-A6C2-BB55C1979949,02BD2137-0890-1EEA-A6C2-BB55C1979101,40,USD,1218.56,1024,194.56
02BD2137-0890-1EEA-A6C2-BB55C1979950,02BD2137-0890-1EEA-A6C2-BB55C1979101,50,USD,10.59,8.9,1.69
02BD2137-0890-1EEA-A6C2-BB55C1979951,02BD2137-0890-1EEA-A6C2-BB55C1979101,60,USD,188.02,158,30.02
02BD2137-0890-1EEA-A6C2-BB55C1979952,02BD2137-0890-1EEA-A6C2-BB55C1979101,70,USD,609.28,512,97.28
02BD2137-0890-1EEA-A6C2-BB55C1979953,02BD2137-0890-1EEA-A6C2-BB55C1979101,80,USD,21.18,17.8,3.38
02BD2137-0890-1EEA-A6C2-BB55C1979954,02BD2137-0890-1EEA-A6C2-BB55C1979102,10,CHF,92.82,78,14.82
02BD2137-0890-1EEA-A6C2-BB55C1979955,02BD2137-0890-1EEA-A6C2-BB55C1979102,20,CHF,1959.93,1647,312.93
02BD2137-0890-1EEA-A6C2-BB55C1979956,02BD2137-0890-1EEA-A6C2-BB55C1979102,30,CHF,1959.93,1647,312.93
02BD2137-0890-1EEA-A6C2-BB55C1979957,02BD2137-0890-1EEA-A6C2-BB55C1979102,40,CHF,30.94,26,4.94
02BD2137-0890-1EEA-A6C2-BB55C1979958,02BD2137-0890-1EEA-A6C2-BB55C1979102,50,CHF,653.31,549,104.31
02BD2137-0890-1EEA-A6C2-BB55C1979959,02BD2137-0890-1EEA-A6C2-BB55C1979103,10,EUR,4757.62,3998,759.62
02BD2137-0890-1EEA-A6C2-BB55C1979960,02BD2137-0890-1EEA-A6C2-BB55C1979103,20,EUR,297.49,249.99,47.5
02BD2137-0890-1EEA-A6C2-BB55C1979961,02BD2137-0890-1EEA-A6C2-BB55C1979103,30,EUR,183.26,154,29.26
02BD2137-0890-1EEA-A6C2-BB55C1979962,02BD2137-0890-1EEA-A6C2-BB55C1979103,40,EUR,2378.81,1999,379.81
02BD2137-0890-1EEA-A6C2-BB55C1979963,02BD2137-0890-1EEA-A6C2-BB55C1979103,50,EUR,892.46,749.97,142.49
02BD2137-0890-1EEA-A6C2-BB55C1979964,02BD2137-0890-1EEA-A6C2-BB55C1979104,10,GBP,46.41,39,7.41
02BD2137-0890-1EEA-A6C2-BB55C1979965,02BD2137-0890-1EEA-A6C2-BB55C1979104,20,GBP,2377.62,1998,379.62
02BD2137-0890-1EEA-A6C2-BB55C1979966,02BD2137-0890-1EEA-A6C2-BB55C1979104,30,GBP,678.3,570,108.3
02BD2137-0890-1EEA-A6C2-BB55C1979967,02BD2137-0890-1EEA-A6C2-BB55C1979104,40,GBP,139.23,117,22.23
02BD2137-0890-1EEA-A6C2-BB55C1979968,02BD2137-0890-1EEA-A6C2-BB55C1979104,50,GBP,2377.62,1998,379.62
02BD2137-0890-1EEA-A6C2-BB55C1979969,02BD2137-0890-1EEA-A6C2-BB55C1979104,60,GBP,678.3,570,108.3
02BD2137-0890-1EEA-A6C2-BB55C1979970,02BD2137-0890-1EEA-A6C2-BB55C1979104,70,GBP,139.23,117,22.23
02BD2137-0890-1EEA-A6C2-BB55C1979971,02BD2137-0890-1EEA-A6C2-BB55C1979105,10,CAD,963.9,810,153.9
02BD2137-0890-1EEA-A6C2-BB55C1979972,02BD2137-0890-1EEA-A6C2-BB55C1979105,20,CAD,19.04,16,3.04
02BD2137-0890-1EEA-A6C2-BB55C1979973,02BD2137-0890-1EEA-A6C2-BB55C1979105,30,CAD,1959.93,1647,312.93
02BD2137-0890-1EEA-A6C2-BB55C1979974,02BD2137-0890-1EEA-A6C2-BB55C1979106,10,USD,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1979975,02BD2137-0890-1EEA-A6C2-BB55C1979106,20,USD,1959.93,1647,312.93
02BD2137-0890-1EEA-A6C2-BB55C1979976,02BD2137-0890-1EEA-A6C2-BB55C1979106,30,USD,8.32,6.99,1.33
02BD2137-0890-1EEA-A6C2-BB55C1979977,02BD2137-0890-1EEA-A6C2-BB55C1979106,40,USD,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1979978,02BD2137-0890-1EEA-A6C2-BB55C1979106,50,USD,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1979979,02BD2137-0890-1EEA-A6C2-BB55C1979106,60,USD,8.32,6.99,1.33
02BD2137-0890-1EEA-A6C2-BB55C1979980,02BD2137-0890-1EEA-A6C2-BB55C1979106,70,USD,1959.93,1647,312.93
02BD2137-0890-1EEA-A6C2-BB55C1979981,02BD2137-0890-1EEA-A6C2-BB55C1979106,80,USD,653.31,549,104.31
02BD2137-0890-1EEA-A6C2-BB55C1979982,02BD2137-0890-1EEA-A6C2-BB55C1979107,10,ARS,1166.2,980,186.2
02BD2137-0890-1EEA-A6C2-BB55C1979983,02BD2137-0890-1EEA-A6C2-BB55C1979107,20,ARS,83.3,70,13.3
02BD2137-0890-1EEA-A6C2-BB55C1979984,02BD2137-0890-1EEA-A6C2-BB55C1979107,30,ARS,1506.54,1266,240.54
02BD2137-0890-1EEA-A6C2-BB55C1979985,02BD2137-0890-1EEA-A6C2-BB55C1979107,40,ARS,1749.3,1470,279.3
02BD2137-0890-1EEA-A6C2-BB55C1979986,02BD2137-0890-1EEA-A6C2-BB55C1979107,50,ARS,41.65,35,6.65
02BD2137-0890-1EEA-A6C2-BB55C1979987,02BD2137-0890-1EEA-A6C2-BB55C1979107,60,ARS,1506.54,1266,240.54
02BD2137-0890-1EEA-A6C2-BB55C1979988,02BD2137-0890-1EEA-A6C2-BB55C1979108,10,ARS,402.22,338,64.22
02BD2137-0890-1EEA-A6C2-BB55C1979989,02BD2137-0890-1EEA-A6C2-BB55C1979108,20,ARS,309.4,260,49.4
02BD2137-0890-1EEA-A6C2-BB55C1979990,02BD2137-0890-1EEA-A6C2-BB55C1979108,30,ARS,402.22,338,64.22
02BD2137-0890-1EEA-A6C2-BB55C1979991,02BD2137-0890-1EEA-A6C2-BB55C1979109,10,USD,116.62,98,18.62
02BD2137-0890-1EEA-A6C2-BB55C1979992,02BD2137-0890-1EEA-A6C2-BB55C1979109,20,USD,30.92,25.98,4.94
02BD2137-0890-1EEA-A6C2-BB55C1979993,02BD2137-0890-1EEA-A6C2-BB55C1979109,30,USD,174.93,147,27.93
02BD2137-0890-1EEA-A6C2-BB55C1979994,02BD2137-0890-1EEA-A6C2-BB55C1979109,40,USD,30.92,25.98,4.94
02BD2137-0890-1EEA-A6C2-BB55C1979995,02BD2137-0890-1EEA-A6C2-BB55C1979109,50,USD,116.62,98,18.62
02BD2137-0890-1EEA-A6C2-BB55C1979996,02BD2137-0890-1EEA-A6C2-BB55C1979109,60,USD,15.46,12.99,2.47
02BD2137-0890-1EEA-A6C2-BB55C1979997,02BD2137-0890-1EEA-A6C2-BB55C1979109,70,USD,174.93,147,27.93
02BD2137-0890-1EEA-A6C2-BB55C1979998,02BD2137-0890-1EEA-A6C2-BB55C1979110,10,GBP,46.41,39,7.41
02BD2137-0890-1EEA-A6C2-BB55C1979999,02BD2137-0890-1EEA-A6C2-BB55C1979110,20,GBP,3566.43,2997,569.43
02BD2137-0890-1EEA-A6C2-BB55C1980000,02BD2137-0890-1EEA-A6C2-BB55C1979110,30,GBP,1017.45,855,162.45
02BD2137-0890-1EEA-A6C2-BB55C1980001,02BD2137-0890-1EEA-A6C2-BB55C1979110,40,GBP,46.41,39,7.41
02BD2137-0890-1EEA-A6C2-BB55C1980002,02BD2137-0890-1EEA-A6C2-BB55C1979111,10,EUR,1259.02,1058,201.02
02BD2137-0890-1EEA-A6C2-BB55C1980003,02BD2137-0890-1EEA-A6C2-BB55C1979111,20,EUR,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1980004,02BD2137-0890-1EEA-A6C2-BB55C1979111,30,EUR,21.4,17.98,3.42
02BD2137-0890-1EEA-A6C2-BB55C1980005,02BD2137-0890-1EEA-A6C2-BB55C1979111,40,EUR,1888.53,1587,301.53
02BD2137-0890-1EEA-A6C2-BB55C1980006,02BD2137-0890-1EEA-A6C2-BB55C1979111,50,EUR,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1980007,02BD2137-0890-1EEA-A6C2-BB55C1979111,60,EUR,21.4,17.98,3.42
02BD2137-0890-1EEA-A6C2-BB55C1980008,02BD2137-0890-1EEA-A6C2-BB55C1979111,70,EUR,629.51,529,100.51
02BD2137-0890-1EEA-A6C2-BB55C1980009,02BD2137-0890-1EEA-A6C2-BB55C1979111,80,EUR,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1980010,02BD2137-0890-1EEA-A6C2-BB55C1979111,90,EUR,32.09,26.97,5.12
02BD2137-0890-1EEA-A6C2-BB55C1980011,02BD2137-0890-1EEA-A6C2-BB55C1979112,10,USD,35.69,29.99,5.7
02BD2137-0890-1EEA-A6C2-BB55C1980012,02BD2137-0890-1EEA-A6C2-BB55C1979112,20,USD,5604.9,4710,894.9
02BD2137-0890-1EEA-A6C2-BB55C1980013,02BD2137-0890-1EEA-A6C2-BB55C1979112,30,USD,213.96,179.8,34.16
02BD2137-0890-1EEA-A6C2-BB55C1980014,02BD2137-0890-1EEA-A6C2-BB55C1979112,40,USD,71.38,59.98,11.4
02BD2137-0890-1EEA-A6C2-BB55C1980015,02BD2137-0890-1EEA-A6C2-BB55C1979112,50,USD,5604.9,4710,894.9
02BD2137-0890-1EEA-A6C2-BB55C1980016,02BD2137-0890-1EEA-A6C2-BB55C1979112,60,USD,213.96,179.8,34.16
02BD2137-0890-1EEA-A6C2-BB55C1980017,02BD2137-0890-1EEA-A6C2-BB55C1979112,70,USD,71.38,59.98,11.4
02BD2137-0890-1EEA-A6C2-BB55C1980018,02BD2137-0890-1EEA-A6C2-BB55C1979113,10,CNY,1057.91,889,168.91
02BD2137-0890-1EEA-A6C2-BB55C1980019,02BD2137-0890-1EEA-A6C2-BB55C1979113,20,CNY,449.82,378,71.82
02BD2137-0890-1EEA-A6C2-BB55C1980020,02BD2137-0890-1EEA-A6C2-BB55C1979113,30,CNY,1057.91,889,168.91
02BD2137-0890-1EEA-A6C2-BB55C1980021,02BD2137-0890-1EEA-A6C2-BB55C1979113,40,CNY,224.91,189,35.91
